user_id_enc,item_id_enc,rating_norm,timestamp
1456,15167,-1.2398890766409998,2022-07-18 22:58:37.948
1456,13689,-3.0375248368685663,2020-06-20 18:42:29.731
1456,10383,0.5577466835865666,2018-04-07 09:23:37.534
2248,5393,0.5577466835865666,2010-11-20 18:41:35.000
1892,12523,0.5577466835865666,2023-02-17 02:39:41.238
2122,12549,0.5577466835865666,2021-11-21 19:28:01.041
2122,12330,0.5577466835865666,2019-08-06 22:34:39.386
2122,18059,0.5577466835865666,2018-11-04 18:40:31.659
2122,10784,0.5577466835865666,2016-02-29 19:02:51.000
2122,9811,0.5577466835865666,2016-02-29 18:59:25.000
2122,8460,-3.0375248368685663,2015-08-10 17:01:29.000
2122,10483,-1.2398890766409998,2014-08-25 19:42:23.000
2122,6286,0.5577466835865666,2013-11-20 01:52:20.000
2122,6090,-1.2398890766409998,2012-08-08 06:08:03.000
2778,8254,0.5577466835865666,2018-07-02 18:36:56.080
2778,8845,0.5577466835865666,2018-07-02 18:34:41.268
2778,9236,0.5577466835865666,2016-04-22 13:19:42.000
2778,18976,0.5577466835865666,2015-04-06 13:17:55.000
2362,10772,0.5577466835865666,2017-02-05 18:47:59.000
532,11863,-0.34107119652721657,2017-10-31 23:07:42.120
1237,18433,0.5577466835865666,2022-01-24 08:11:52.524
2097,9900,0.5577466835865666,2020-08-18 01:31:51.689
2097,7139,0.5577466835865666,2020-01-09 18:16:38.362
2097,12840,0.5577466835865666,2018-12-07 16:27:24.036
2097,8952,0.5577466835865666,2018-08-24 13:48:21.776
2097,16362,0.5577466835865666,2017-01-02 03:24:55.000
2097,9530,0.5577466835865666,2016-01-27 00:54:02.000
822,15348,-0.34107119652721657,2017-01-15 12:00:15.000
822,6341,0.5577466835865666,2014-09-04 16:40:55.000
1692,19109,0.5577466835865666,2021-12-06 23:16:41.151
1692,19069,0.5577466835865666,2020-10-28 20:46:54.826
1692,16690,0.5577466835865666,2020-10-02 17:38:32.073
1692,15589,0.5577466835865666,2020-09-03 18:38:59.350
1692,12117,0.5577466835865666,2019-10-13 02:49:11.031
1692,9127,0.5577466835865666,2016-06-01 14:39:40.000
1692,9454,0.5577466835865666,2016-06-01 14:34:43.000
1692,5295,-0.34107119652721657,2015-03-29 01:24:37.000
1692,16770,0.5577466835865666,2013-10-24 15:41:12.000
195,19834,0.5577466835865666,2020-06-30 02:30:16.259
195,8939,0.5577466835865666,2015-09-26 13:40:00.000
195,6804,0.5577466835865666,2012-07-17 19:42:44.000
195,8417,0.5577466835865666,2008-06-30 17:52:31.000
150,17890,0.5577466835865666,2021-11-02 16:22:59.357
1618,17114,-3.0375248368685663,2022-07-19 20:42:13.664
1618,15713,0.5577466835865666,2020-11-22 22:33:49.795
3272,15576,0.5577466835865666,2022-05-22 20:42:27.409
3272,13065,0.5577466835865666,2019-06-08 21:07:32.317
3272,11173,0.5577466835865666,2019-06-08 17:16:26.774
3272,11993,-3.0375248368685663,2018-05-12 00:32:47.886
3272,8697,-2.138706956754783,2015-05-23 01:48:59.000
3272,10177,0.5577466835865666,2015-05-23 01:46:52.000
3272,8469,-2.138706956754783,2015-05-23 01:43:23.000
3272,17613,0.5577466835865666,2015-05-23 01:21:46.000
3272,8824,0.5577466835865666,2015-05-23 01:20:54.000
3272,7618,0.5577466835865666,2015-05-23 00:57:19.000
3272,7449,0.5577466835865666,2015-05-23 00:51:05.000
3272,6973,-0.34107119652721657,2014-12-29 20:39:33.000
684,18362,-2.138706956754783,2022-04-16 04:31:07.057
3398,17857,0.5577466835865666,2021-02-26 10:05:40.793
1243,14486,-3.0375248368685663,2020-04-29 14:46:45.329
1765,12381,0.5577466835865666,2020-01-31 11:54:33.218
1765,14840,0.5577466835865666,2019-01-07 00:35:00.925
1222,15194,-0.34107119652721657,2022-03-20 16:58:14.239
3702,6074,0.5577466835865666,2015-02-19 14:25:17.000
3702,6066,0.5577466835865666,2015-02-19 14:24:49.000
1254,17489,0.5577466835865666,2021-04-23 17:14:15.317
1254,13098,-1.2398890766409998,2020-08-20 21:45:24.239
3038,11550,0.5577466835865666,2018-04-13 23:09:20.862
1424,14351,-2.138706956754783,2021-05-26 08:46:03.645
1424,12891,-2.138706956754783,2020-08-18 18:27:50.949
3544,9150,0.5577466835865666,2015-12-01 20:10:23.000
3544,12335,0.5577466835865666,2015-06-30 21:27:51.000
3544,6618,-3.0375248368685663,2015-01-12 17:28:54.000
3579,17486,0.5577466835865666,2021-10-04 18:08:27.342
2109,18114,0.5577466835865666,2022-11-04 03:40:29.459
2766,5601,0.5577466835865666,2020-05-16 21:29:32.977
3759,13472,0.5577466835865666,2020-10-17 12:33:57.276
3759,13867,0.5577466835865666,2019-12-30 23:57:28.406
322,13271,0.5577466835865666,2022-05-18 22:14:11.169
322,14851,-1.2398890766409998,2021-01-05 06:45:29.344
322,13973,-0.34107119652721657,2020-12-03 06:19:44.165
322,13833,-0.34107119652721657,2020-12-03 06:17:22.921
322,12276,0.5577466835865666,2020-12-03 06:15:20.998
322,14584,-0.34107119652721657,2020-10-15 05:22:59.388
322,15195,-0.34107119652721657,2020-09-29 21:39:18.295
322,12824,-0.34107119652721657,2019-10-16 06:50:36.737
322,11745,-0.34107119652721657,2019-10-16 06:48:41.372
322,13822,-0.34107119652721657,2019-10-16 06:43:25.557
322,10815,-0.34107119652721657,2019-06-12 22:38:36.204
322,18470,0.5577466835865666,2019-06-12 22:35:47.332
322,16129,0.5577466835865666,2019-06-12 22:32:02.775
322,17523,0.5577466835865666,2019-06-12 22:28:30.311
322,7898,-1.2398890766409998,2019-04-29 00:09:23.960
322,12277,-1.2398890766409998,2019-04-29 00:05:50.059
322,16702,0.5577466835865666,2019-04-28 23:54:57.617
322,9868,0.5577466835865666,2018-10-04 00:44:53.334
322,8615,0.5577466835865666,2018-07-31 08:09:05.470
322,4823,0.5577466835865666,2018-07-20 07:34:48.895
322,10729,0.5577466835865666,2018-07-20 07:29:18.130
322,7043,-0.34107119652721657,2018-07-20 07:26:14.087
322,12256,0.5577466835865666,2018-07-20 07:24:58.050
322,11036,-1.2398890766409998,2018-07-20 07:22:41.162
322,11716,0.5577466835865666,2018-07-20 07:21:04.670
322,6960,-1.2398890766409998,2016-09-20 12:05:46.000
322,17870,0.5577466835865666,2016-09-20 12:03:44.000
322,9235,0.5577466835865666,2016-09-20 11:49:26.000
322,5236,-0.34107119652721657,2014-11-02 03:38:03.000
322,5726,0.5577466835865666,2014-09-22 10:24:39.000
322,5678,0.5577466835865666,2013-07-07 06:23:17.000
322,12489,-0.34107119652721657,2013-03-24 00:38:16.000
322,3962,-0.34107119652721657,2013-03-24 00:34:27.000
322,7138,-0.34107119652721657,2013-03-24 00:34:23.000
322,6415,0.5577466835865666,2013-03-24 00:20:49.000
322,12495,0.5577466835865666,2013-02-07 10:55:53.000
322,12424,-0.34107119652721657,2013-02-07 10:53:37.000
322,12491,0.5577466835865666,2013-02-07 10:49:39.000
322,4861,-1.2398890766409998,2013-02-07 10:45:55.000
322,5935,0.5577466835865666,2012-02-09 19:58:09.000
1544,15234,0.5577466835865666,2020-11-06 17:27:38.037
1544,6765,0.5577466835865666,2015-07-26 00:20:01.000
1544,7241,0.5577466835865666,2015-07-25 01:21:07.000
2912,11368,0.5577466835865666,2019-01-02 19:37:43.630
3191,6729,-1.2398890766409998,2020-05-26 14:25:06.817
2425,10183,0.5577466835865666,2019-02-17 19:57:05.841
2425,13840,0.5577466835865666,2019-02-02 20:55:39.410
