user_id_enc,item_id_enc,rating_norm,timestamp
554,83,0.5292386366814854,2013-09-16 13:59:12.000
136,83,0.5292386366814854,2014-01-20 18:27:36.000
386,2622,0.5292386366814854,2017-02-05 14:22:40.000
223,2102,-0.45041586100552006,2017-04-26 04:28:40.000
664,716,0.5292386366814854,2017-06-29 18:04:58.099
36,115,-0.45041586100552006,2017-09-06 13:25:28.382
40,716,0.5292386366814854,2017-09-09 23:46:45.975
246,2549,0.5292386366814854,2017-12-26 21:53:08.718
792,2624,0.5292386366814854,2018-02-16 01:15:39.266
792,2415,0.5292386366814854,2018-03-01 01:08:17.665
293,2624,-0.45041586100552006,2018-05-06 23:22:26.638
293,2415,0.5292386366814854,2018-05-06 23:26:26.172
514,739,0.5292386366814854,2018-06-29 00:25:02.311
606,2622,-2.409724856379531,2018-07-14 11:31:52.641
261,1990,0.5292386366814854,2018-07-15 15:28:30.261
445,2415,-0.45041586100552006,2018-07-21 03:38:56.410
606,457,0.5292386366814854,2018-07-22 20:39:11.691
746,739,0.5292386366814854,2018-08-08 16:09:23.930
410,2549,-2.409724856379531,2018-09-15 01:22:14.591
792,1063,-1.4300703586925254,2018-09-24 14:00:27.862
218,2574,0.5292386366814854,2018-09-26 03:40:50.667
423,739,0.5292386366814854,2018-10-18 23:45:06.847
587,457,0.5292386366814854,2018-11-30 04:26:45.483
150,2415,0.5292386366814854,2018-12-04 03:34:27.941
150,2624,0.5292386366814854,2018-12-04 03:36:40.769
150,2624,0.5292386366814854,2018-12-04 03:50:17.236
157,739,0.5292386366814854,2018-12-10 20:12:36.658
150,833,-0.45041586100552006,2019-01-16 20:41:24.522
387,1063,0.5292386366814854,2019-01-31 01:26:06.579
311,1363,0.5292386366814854,2019-04-10 08:06:13.342
664,1363,-0.45041586100552006,2019-04-20 17:29:25.787
364,1363,0.5292386366814854,2019-05-05 20:06:10.170
92,833,0.5292386366814854,2019-05-08 14:29:13.785
20,1358,0.5292386366814854,2019-06-03 03:35:45.011
646,457,0.5292386366814854,2019-06-12 01:42:44.545
664,1063,-0.45041586100552006,2019-07-10 21:50:54.741
830,1358,-0.45041586100552006,2019-08-05 21:43:20.467
396,1453,-0.45041586100552006,2019-08-23 23:43:42.196
5,2103,0.5292386366814854,2019-08-27 02:08:53.867
451,855,0.5292386366814854,2019-08-29 03:42:56.362
719,1453,0.5292386366814854,2019-08-29 07:55:42.770
173,1453,0.5292386366814854,2019-08-31 15:22:45.228
294,2103,0.5292386366814854,2019-09-17 15:34:14.150
580,2574,0.5292386366814854,2019-11-06 15:01:34.612
808,716,0.5292386366814854,2019-11-19 14:13:48.360
173,2509,-1.4300703586925254,2019-11-28 21:14:47.672
246,457,0.5292386366814854,2019-12-17 12:34:48.840
710,2339,0.5292386366814854,2020-02-03 14:23:56.933
410,833,0.5292386366814854,2020-03-26 16:20:59.786
175,1170,0.5292386366814854,2020-05-12 16:04:26.982
606,656,-2.409724856379531,2020-06-23 14:59:52.011
144,2709,0.5292386366814854,2020-06-24 16:33:53.588
150,1359,0.5292386366814854,2020-07-12 14:21:33.079
176,2720,0.5292386366814854,2020-07-18 00:08:15.523
176,2720,0.5292386366814854,2020-07-18 00:09:24.654
85,1990,-0.45041586100552006,2020-07-23 13:12:59.757
209,855,0.5292386366814854,2020-09-14 00:45:43.293
79,1170,0.5292386366814854,2020-10-21 10:56:28.775
399,2629,-1.4300703586925254,2020-11-06 22:26:24.116
658,1170,0.5292386366814854,2020-11-17 19:04:07.593
616,1359,0.5292386366814854,2020-11-21 23:25:28.466
414,2629,-3.3893793540665365,2020-11-22 10:10:48.490
410,115,0.5292386366814854,2020-11-29 23:56:23.779
343,2624,0.5292386366814854,2021-01-17 03:26:22.594
343,1359,0.5292386366814854,2021-01-17 03:28:28.367
336,1170,0.5292386366814854,2021-01-20 11:48:45.016
254,833,-0.45041586100552006,2021-02-09 22:29:53.585
389,1170,-0.45041586100552006,2021-02-12 17:16:11.763
254,457,0.5292386366814854,2021-04-23 23:02:41.378
