user_id,avg_rating,rating_std,avg_review_length,avg_sentiment
AE225Z2VRWT6GPTOMA4H4O3H2KVQ,0.5577466835865666,,17.0,0.4166666666666667
AE23YCERVBZ7ABKTESKSSXYTLYRA,0.5577466835865666,,59.0,0.2513888888888889
AE246WPAV4HBLUOOOKTECTYQ7ZPA,0.5577466835865666,0.0,40.5,0.24065476190476187
AE25NQAZI3725GZIL5FS52ZIKWKQ,0.15827207020266298,1.198423840151711,9.333333333333334,0.43994708994709
AE26ICWKMFJEHDH5VDX4W42H2NMA,-0.04146523648928879,0.5189327450361415,18.666666666666668,0.18402777777777776
AE2B7P75BH4A7L56Y365IQPYZ6YA,0.5577466835865666,,127.0,0.0916666666666666
AE2C3MK7LXEZJVB2UXM45QCI2TBQ,-1.2398890766409998,,37.0,-0.2375
AE2DWV6OPSOUHDZEZQBC2MRYAOXA,0.18323923353915697,0.8092386677973332,24.583333333333332,0.35394613603988606
AE2JT2433VWURU2CEQB4HKLZNDRQ,-1.2398890766409998,,5.0,0.0
AE2KCUCNBBR6ZMIUJQCM7KMQMJ5Q,-2.138706956754783,,126.0,0.0676406695156695
AE2KTZVOMXO3XBRSERKGSBX4Q4IA,-0.3410711965272165,0.0,15.0,0.490625
AE2L2VTHKTXIDTE5R7JUU4WW3AZQ,0.5577466835865666,,11.0,0.7833333333333332
AE2MDGRKSWOV63U2JGW3MOMIEBSA,0.5577466835865666,0.0,22.0,0.3590909090909091
AE2MIK6YBTBRNZZGI5O5Z6VCMEPA,0.5577466835865666,,15.0,0.2901785714285714
AE2ODZ4VYQ5FNNCONSHSNZM7PHSQ,0.5577466835865666,,14.0,-0.0305555555555555
AE2ONKWFI53HMNABSEGANB4KVVAQ,0.5577466835865666,,3.0,1.0
AE2SLLQC24HDEHVUWKWDT2G7B23A,0.5577466835865666,0.0,29.75,0.39239583333333333
AE2TA5GQH4JI5RQ4W5H5PQOVYBGA,-0.8574133829755601,1.2538453947336117,7.904255319148936,0.26346556369162755
AE2TP5ZT3QD6FSMAWNOJVU2P5ZIA,0.5577466835865666,,5.0,1.0
AE2UV6XH56H44OZBF3FY3IBS37TA,0.5577466835865666,,221.0,0.3505847953216374
AE2VNRCUVMWDDI3VCA7VB6FNNO4A,-1.2398890766409998,0.0,11.5,0.3
AE2WCB3PAHPKVXBFCCK6RDQ76XKQ,0.5577466835865666,,51.0,0.5916666666666667
AE2YFNTYYMTKCY6M2CQ3A75GHRGA,0.5577466835865666,,36.0,0.5545454545454545
AE33XC2AXNEN6S3OVTPHVX7RRVIQ,0.5577466835865666,,4.0,1.0
AE34NEUMAQ27PPO63WLRTRDUKWFQ,0.5577466835865666,,29.0,0.325
AE34VA3WMMQ66SY7HAFPRZNZUEBA,0.5577466835865666,0.0,18.0,0.36
AE35DGEQAVUE6ADUZZMQWLZIESIA,0.5577466835865666,,55.0,0.2607954545454545
AE35DHGBMKOUASVTTHQCYTHVHKKA,0.4886068466547372,0.24928722723493002,40.92307692307692,0.5329025835275835
AE36CH2CNKXKUUZSSDUBSFN5ARWQ,0.5577466835865666,,43.0,0.0572916666666666
AE3A3DKHZOBCZS6352E5VP2WE2CA,0.5577466835865666,,1.0,0.6
AE3ADG6WP7UYB54J3CRQ22BLQE3A,0.5577466835865666,0.0,15.833333333333334,0.3854166666666667
AE3C62JLCUWE273CJ3MNBXLJAJ6Q,-0.11636672649877075,0.8605526033570225,73.5,0.3328505291005291
AE3C6ZSDIWLXHZ4MW6LNITGHZWLQ,0.018455955518296728,1.2058907275960054,90.8,0.4269218539888044
AE3DNVXK3KQ52BTHWDTKCJOZ2WPQ,-3.0375248368685663,,11.0,0.5
AE3KRBQITID7SAJ2W5H5E7RD35DA,0.5577466835865666,,7.0,0.3181818181818182
AE3LOM7QWQC2PDQJ3KDBWSTIAEXA,-0.16130762050445996,1.6078543034613406,81.2,0.3195907287157287
